Chromosome	Gene-Start	Gene-End	Gene-ID	Gene-Name	Peaks-on-Gene-Body	Mean-Distance-of-Gene-to-Nearest-Peaks	sd	Number-of-Peaks-Associated-with-Gene
10	76454707	76457711	ENSRNOG00000057669	U6	0	13309		1
10	76631145	76641915	ENSRNOG00000053130	AABR07030221.1	0	59886		1
10	76811259	76815786	ENSRNOG00000023683	Nog	0	33215		1
10	76902825	76933031	ENSRNOG00000023532	Ankfn1	0	2827		1
10	77534940	77543692	ENSRNOG00000002434	Tmem100	0	51309		1
10	77752816	77784279	ENSRNOG00000002436	Mmd	0	25522		1
10	78683683	78687631	ENSRNOG00000057876	AABR07030265.2	0	33885		1
10	78712586	78715586	ENSRNOG00000045070	5S_rRNA	0	10615		1
10	78797377	78800372	ENSRNOG00000047340	AABR07030265.1	0	5229		1
10	78992080	78995445	ENSRNOG00000031579	LOC100363469	0	72082		1
10	81882685	81890556	ENSRNOG00000054653	AABR07030334.1	0	6887		1
10	81982160	81986408	ENSRNOG00000045669	NA	0	10562		1
10	82958025	82966319	ENSRNOG00000004399	Dlx4	0	30482		1
10	83078768	83089981	ENSRNOG00000004404	Tac4	0	6570		1
10	83198911	83209105	ENSRNOG00000004510	Slc35b1	0	5496		1
10	83895447	83900927	ENSRNOG00000007235	Atp5g1	0	2474		1
10	86103100	86147280	ENSRNOG00000005606	Med1	0	2721		1
10	86977005	87003656	ENSRNOG00000027350	Tns4	0	3945		1
10	87056636	87069856	ENSRNOG00000010665	Ccr7	0	4545		1
10	87295951	87303136	ENSRNOG00000030170	Krt10	0	3665		1
10	87844547	87849585	ENSRNOG00000058020	Krtap9-5	0	549		1
10	88165001	88175310	ENSRNOG00000034087	Krt42	0	1691		1
10	88391748	88445245	ENSRNOG00000016924	Acly	0	3556		1
10	89974147	89995276	ENSRNOG00000020837	Cd300lg	0	1149		1
10	90047493	90051512	ENSRNOG00000020877	Pyy	0	8689		1
10	90620592	90642651	ENSRNOG00000021953	RGD1563746	0	1794		1
10	91095045	91124418	ENSRNOG00000021682	Dcakd	0	247		1
10	92016162	92040833	ENSRNOG00000004807	Arf2	0	68168		1
10	92189318	92233145	ENSRNOG00000004900	Crhr1	0	37120		1
10	92243042	92249256	ENSRNOG00000005104	Sppl2c	0	7345		1
10	92625956	92638600	ENSRNOG00000050675	Myl4	0	8001		1
10	94136495	94149956	ENSRNOG00000007433	Cyb561	0	845		1
10	97210032	97240142	ENSRNOG00000055010	Axin2	0	14659		1
10	97345238	97350331	ENSRNOG00000054591	AABR07030642.1	0	9670		1
10	97504635	97507903	ENSRNOG00000033613	RGD1565459	0	6837		1
10	98848639	98851644	ENSRNOG00000053677	AABR07030674.1	0	196757		1
10	99667861	99708822	ENSRNOG00000061583	AABR07030690.2	0	3379		1
10	100911784	100916220	ENSRNOG00000059380	AABR07030706.2	0	42581		1
10	102743604	102746993	ENSRNOG00000053474	AC118434.1	0	408		1
10	102762532	102766959	ENSRNOG00000055871	AC118434.3	0	26242		1
10	103669528	103689825	ENSRNOG00000021424	Cd300lf	0	10730		1
10	104817472	104822799	ENSRNOG00000052940	AABR07030791.1	0	13874		1
10	105628410	105631708	ENSRNOG00000043417	Gm11744	0	1493		1
10	105644044	105647019	ENSRNOG00000054872	snoR38	0	3846		1
10	105794280	105816196	ENSRNOG00000000247	Mfsd11	0	8205		1
10	105859343	105932542	ENSRNOG00000024954	Mgat5b	0	10345		1
10	106063312	106113357	ENSRNOG00000002722	Sec14l1	0	14314		1
10	106545707	106548653	ENSRNOG00000050077	AABR07030854.1	0	59509		1
10	106877585	106885823	ENSRNOG00000045615	LOC688286	0	14778		1
10	107337965	107388472	ENSRNOG00000003148	Timp2	0	4167		1
10	108628423	108647177	ENSRNOG00000003699	Endov	0	1624		1
10	108682138	108693767	ENSRNOG00000003741	Nptx1	0	940		1
10	108725471	108728823	ENSRNOG00000032442	Polr2h-ps1	0	9073		1
10	108726039	108731044	ENSRNOG00000056589	AABR07030911.1	0	2757		1
10	109242539	109269900	ENSRNOG00000004430	Cep131	0	11341		1
10	109284457	109336299	ENSRNOG00000004604	Slc38a10	0	10302		1
10	110378034	110408777	ENSRNOG00000036668	Ogfod3	0	1436		1
10	111018490	111021489	ENSRNOG00000058284	SNORA62	0	47092		1
10	111278485	111293220	ENSRNOG00000049635	Vom2r65	0	16687		1
10	111714566	111735854	ENSRNOG00000047388	LOC100911926	0	15368		1
10	112054594	112066384	ENSRNOG00000060785	Vom2r65	0	140217		1
11	1436405	1440132	ENSRNOG00000021791	Csnka2ip	0	96007		1
11	2643465	2663079	ENSRNOG00000000715	Pou1f1	0	47067		1
11	4174381	4399761	ENSRNOG00000030840	Cadm2	0	136840		1
11	7582463	7585487	ENSRNOG00000060760	SNORD22	0	280514		1
11	9370224	9417242	ENSRNOG00000056410	AABR07033184.1	0	43826		1
11	10274290	10277319	ENSRNOG00000058239	SNORA17	0	79482		1
11	10609512	10612574	ENSRNOG00000056812	U1	0	98114		1
11	11062290	11588165	ENSRNOG00000029598	Robo2	0	193292		1
11	13070165	13110078	ENSRNOG00000055160	AABR07033249.1	0	169767		1
11	14003332	14015462	ENSRNOG00000029147	Rbm11	0	31339		1
11	14138574	14141580	ENSRNOG00000060639	U6	0	60776		1
11	14303857	14347349	ENSRNOG00000051555	AABR07033270.1	0	35452		1
11	14518452	14521483	ENSRNOG00000056995	SNORA17	0	33054		1
11	14768510	14776735	ENSRNOG00000059180	AABR07033274.1	0	22666		1
11	15375395	15380421	ENSRNOG00000059856	AABR07033283.1	0	47597		1
11	16274179	16278451	ENSRNOG00000060259	AABR07033292.1	0	100750		1
11	16669312	16673512	ENSRNOG00000061487	AABR07033301.1	0	51314		1
11	16873146	16891601	ENSRNOG00000001555	Btg3	0	74600		1
11	18451744	18454973	ENSRNOG00000047243	AABR07033357.1	0	277546		1
11	20284162	20287240	ENSRNOG00000057225	AABR07033416.1	0	131764		1
11	24174203	24177167	ENSRNOG00000050840	Mir155	0	15405		1
11	24260881	24323315	ENSRNOG00000053205	Gabpa	0	24683		1
11	27001920	27017441	ENSRNOG00000001603	N6amt1	0	128122		1
11	27811457	27973759	ENSRNOG00000001575	Grik1	0	59259		1
11	28053731	28058237	ENSRNOG00000056964	LOC102549158	0	20933		1
11	28476684	28480760	ENSRNOG00000027691	Cldn17	0	64486		1
11	28736819	28740243	ENSRNOG00000043083	Krtap13-2	0	13958		1
11	28776261	28780003	ENSRNOG00000001567	Krtap14	0	13663		1
11	28810016	28813286	ENSRNOG00000058863	AABR07033579.2	0	12315		1
11	29283438	29300739	ENSRNOG00000040050	AABR07033590.1	0	74840		1
11	29618172	29621257	ENSRNOG00000043471	Krtap8-1	0	20174		1
11	29640438	29643951	ENSRNOG00000043017	Krtap7-1	0	2450		1
11	29657642	29660640	ENSRNOG00000051649	7SK	0	761		1
11	31091218	31094250	ENSRNOG00000052338	SNORA2	0	1020		1
11	31222574	31240426	ENSRNOG00000028670	RGD1562726	0	4375		1
11	31558130	31582957	ENSRNOG00000028638	Il10rb	0	3644		1
11	33746962	33762500	ENSRNOG00000042967	RGD1562683	0	21764		1
11	34034704	34038013	ENSRNOG00000021674	Rn50_11_0377.2	0	1588		1
11	34309691	34316128	ENSRNOG00000055823	AABR07033666.1	0	36093		1
11	36465237	36468233	ENSRNOG00000046913	AC142178.2	0	3639		1
11	38033050	38060450	ENSRNOG00000001963	Mx2	0	10052		1
11	38063415	38105690	ENSRNOG00000001976	Tmprss2	0	24911		1
11	38251455	38276617	ENSRNOG00000001618	Ripk4	0	1657		1
11	38293375	38353584	ENSRNOG00000001620	Prdm15	0	977		1
11	39434791	39450903	ENSRNOG00000046133	AABR07033817.1	0	25793		1
11	39494122	39497118	ENSRNOG00000049518	AABR07033819.1	0	3883		1
11	40372083	40375116	ENSRNOG00000058468	SNORA17	0	262485		1
11	40700211	40703221	ENSRNOG00000041520	AABR07033856.1	0	25780		1
11	40942733	40945741	ENSRNOG00000036332	AABR07033859.1	0	78660		1
11	41407836	41410806	ENSRNOG00000058167	SNORD19B	0	97838		1
11	41465141	41469103	ENSRNOG00000057495	AABR07033867.1	0	127498		1
11	43158781	43162598	ENSRNOG00000050245	Olr1530	0	4003		1
11	43279058	43282881	ENSRNOG00000039704	Olr1538	0	6720		1
11	43307359	43311179	ENSRNOG00000047514	Olr1539	0	3161		1
11	43392218	43396038	ENSRNOG00000050294	Olr1543	0	7620		1
11	44039169	44052048	ENSRNOG00000001654	Cpox	0	4953		1
11	45336966	45356973	ENSRNOG00000001644	Tmem30c	0	5428		1
11	45479750	45513361	ENSRNOG00000001640	Tomm70a	0	9440		1
11	45615009	45618829	ENSRNOG00000054480	Olr1533	0	9811		1
11	45885821	45905348	ENSRNOG00000039649	Lnp1	0	38653		1
11	48815778	48818810	ENSRNOG00000057324	SNORA71	0	384980		1
11	49594957	49597945	ENSRNOG00000056031	U5	0	47456		1
11	49707907	49711439	ENSRNOG00000033321	Hmgb2	0	190362		1
11	50778727	50985583	ENSRNOG00000001989	Alcam	0	145129		1
11	52751342	52754356	ENSRNOG00000058466	U6	0	10744		1
11	54135239	54190684	ENSRNOG00000042598	LOC100909977	0	29441		1
11	55660317	55663323	ENSRNOG00000053169	U6	0	36319		1
11	55842174	55845334	ENSRNOG00000052321	7SK	0	16067		1
11	57401796	57482067	ENSRNOG00000002171	Phldb2	0	11198		1
11	57502605	57519433	ENSRNOG00000002151	LOC103693564	0	12568		1
11	60803811	60821649	ENSRNOG00000002046	Cd200r1l	0	47413		1
11	61251196	61296422	ENSRNOG00000039024	Spice1	0	5598		1
11	61529178	61585134	ENSRNOG00000001992	Atp6v1a	0	5667		1
11	63840895	63843898	ENSRNOG00000048090	AABR07034303.1	0	203297		1
11	64286194	64423648	ENSRNOG00000001525	Igsf11	0	14396		1
11	65607952	65611602	ENSRNOG00000027656	LOC688739	0	2999		1
11	66076420	66111348	ENSRNOG00000026008	Gtf2e1	0	90453		1
11	67435847	67442803	ENSRNOG00000045804	LOC100362978	0	249		1
11	70236388	70325090	ENSRNOG00000001793	Heg1	0	2911		1
11	70663792	70666767	ENSRNOG00000061308	SNORD111	0	8794		1
11	71209368	71217483	ENSRNOG00000055586	LOC100910650	0	3770		1
11	71348217	71390392	ENSRNOG00000001769	Tnk2	0	20819		1
11	71786957	71798196	ENSRNOG00000001754	Wdr53	0	9359		1
11	72574691	72577718	ENSRNOG00000036044	5S_rRNA	0	32093		1
11	73012987	73017590	ENSRNOG00000061705	LOC100911551	0	5389		1
11	77236698	77246815	ENSRNOG00000038505	Gmnc	0	60986		1
11	79089467	79094268	ENSRNOG00000056536	AABR07034573.2	0	16069		1
11	80253390	80279575	ENSRNOG00000001843	Bcl6	0	74792		1
11	80638445	80653202	ENSRNOG00000028895	Rtp4	0	34599		1
11	81377896	81380864	ENSRNOG00000053621	SNORD2	0	5737		1
11	82192257	82252639	ENSRNOG00000001785	Etv5	0	18962		1
11	83104564	83302809	ENSRNOG00000001764	Vps8	0	29592		1
11	83743849	83746869	ENSRNOG00000035243	5S_rRNA	0	2251		1
11	84318678	84327807	ENSRNOG00000001911	Map6d1	0	77280		1
11	84615260	84635904	ENSRNOG00000033372	Klhl24	0	16297		1
11	84918566	84933560	ENSRNOG00000046258	B3gnt5	0	10168		1
11	85128848	85131878	ENSRNOG00000054030	SNORA17	0	27850		1
11	85156091	85159935	ENSRNOG00000048434	Olr1565	0	2893		1
11	85467691	85476108	ENSRNOG00000046027	AABR07034730.1	0	6893		1
11	85505900	85509367	ENSRNOG00000057165	NA	0	2434		1
11	85530126	85533534	ENSRNOG00000050898	AABR07034730.2	0	4128		1
11	85990296	85993486	ENSRNOG00000053527	AABR07034736.1	0	10715		1
11	86090068	86093279	ENSRNOG00000050000	LOC100361706	0	42470		1
11	86092167	86096897	ENSRNOG00000058590	LOC100361706	0	26304		1
11	86167696	86278830	ENSRNOG00000045770	Hira	0	8698		1
11	86976608	86979587	ENSRNOG00000045628	AABR07034748.1	0	2410		1
11	87218218	87223106	ENSRNOG00000000282	Gsc2	0	1020		1
11	87520571	87547187	ENSRNOG00000001875	Smpd4	0	5973		1
11	87553368	87630902	ENSRNOG00000001877	Med15	0	6499		1
11	87675566	87719326	ENSRNOG00000001878	Klhl22	0	15968		1
11	88385978	88391870	ENSRNOG00000025990	Igll1	0	580		1
11	88912099	88974576	ENSRNOG00000001825	Pkp2	0	4701		1
11	89554873	89591675	ENSRNOG00000001829	Ube2v2	0	2675		1
12	490507	502001	ENSRNOG00000051294	Zar1l	0	31109		1
12	940606	988051	ENSRNOG00000001092	Kl	0	5008		1
12	1512331	1515290	ENSRNOG00000051402	AABR07034940.1	0	1111		1
12	2341460	2349943	ENSRNOG00000040128	Cd209a	0	2262		1
12	2381975	2390330	ENSRNOG00000028803	Cd209e	0	4977		1
12	2713976	2719573	ENSRNOG00000001027	LOC100363064	0	27628		1
12	2815565	2828778	ENSRNOG00000029881	Cd209b	0	7167		1
12	2837628	2846172	ENSRNOG00000042807	Cd209c	0	22829		1
12	2946170	2955062	ENSRNOG00000048882	LOC100363914	0	59939		1
12	3130207	3135594	ENSRNOG00000058796	AABR07035005.1	0	10207		1
12	3195819	3246717	ENSRNOG00000058876	AABR07035008.3	0	25021		1
12	4109643	4113924	ENSRNOG00000054096	LOC688812	0	2477		1
12	4631346	4634986	ENSRNOG00000000887	AABR07035098.1	0	1548		1
12	5054734	5202095	ENSRNOG00000048482	Vom2r58	0	140136		1
12	5573229	5825274	ENSRNOG00000000894	Fry	0	30431		1
12	6386810	6389852	ENSRNOG00000055643	SNORA67	0	4812		1
12	6541797	6552786	ENSRNOG00000061668	AABR07035190.1	0	24599		1
12	6592204	6605138	ENSRNOG00000051857	AABR07035193.1	0	7063		1
12	6623049	6632674	ENSRNOG00000055786	AABR07035194.1	0	851		1
12	6711247	6743114	ENSRNOG00000000906	Medag	0	1087		1
12	7836739	7839748	ENSRNOG00000041466	AC123253.1	0	8453		1
12	8030409	8109472	ENSRNOG00000000924	Slc7a1	0	21411		1
12	8746355	8761999	ENSRNOG00000048470	Pomp	0	22602		1
12	9605373	9609568	ENSRNOG00000000952	Gsx1	0	11833		1
12	9693279	9729889	ENSRNOG00000000954	Rpo1-3	0	3881		1
12	9843998	9858048	ENSRNOG00000047329	Mtif3	0	24000		1
12	10585411	10588812	ENSRNOG00000061962	Rn60_12_0106.2	0	7189		1
12	11301787	11305071	ENSRNOG00000032866	Rn50_12_0134.7	0	11130		1
12	11654902	11735536	ENSRNOG00000032560	Cyp3a23/3a1	0	6104		1
12	12013411	12027949	ENSRNOG00000001006	Nptx2	0	21452		1
12	12186126	12189605	ENSRNOG00000025217	LOC100360200	0	33128		1
12	12622323	12634972	ENSRNOG00000001031	Ocm2	0	10125		1
12	13969086	14000572	ENSRNOG00000001114	Wipi2	0	1229		1
12	16285233	16312590	ENSRNOG00000001253	Eif3b	0	10235		1
12	16811131	16814113	ENSRNOG00000048107	AABR07035478.1	0	7088		1
12	16896625	16902434	ENSRNOG00000001273	Psmg3	0	22627		1
12	18253188	18257064	ENSRNOG00000058453	Rn50_12_0203.4	0	5390		1
12	18954230	18957229	ENSRNOG00000061405	U6	0	16572		1
12	19510191	19530238	ENSRNOG00000027061	RGD1562319	0	10993		1
12	21410138	21420669	ENSRNOG00000056359	AABR07035722.1	0	532		1
12	21661012	21672669	ENSRNOG00000046696	AABR07035751.1	0	100614		1
12	22079657	22118720	ENSRNOG00000001404	Agfg2	0	19459		1
12	22471858	22481153	ENSRNOG00000050841	Ache	0	48		1
12	22510079	22531404	ENSRNOG00000061009	AABR07035790.2	0	3681		1
12	22533272	22544979	ENSRNOG00000049592	AABR07035791.1	0	24022		1
12	22638704	22651982	ENSRNOG00000001414	Serpine1	0	2019		1
12	23011442	23023917	ENSRNOG00000028981	Myl10	0	38084		1
12	23148780	23445574	ENSRNOG00000001424	Cux1	0	4182		1
12	24091504	24104484	ENSRNOG00000001443	Rhbdd2	0	1717		1
12	24766851	24778291	ENSRNOG00000046700	Wbscr27	0	3110		1
12	25260089	25263114	ENSRNOG00000047066	AC094811.1	0	3891		1
12	25408807	25488656	ENSRNOG00000001479	Gtf2i	0	29609		1
12	26723290	26726318	ENSRNOG00000045263	5S_rRNA	0	32883		1
12	27153187	27647536	ENSRNOG00000034287	Auts2l	0	52589		1
12	28023727	28027785	ENSRNOG00000060196	AABR07035926.2	0	6329		1
12	29824481	29921720	ENSRNOG00000024352	Tyw1	0	69683		1
12	30438655	30445065	ENSRNOG00000053790	AABR07036007.1	0	48657		1
12	30653091	30668859	ENSRNOG00000051442	AABR07036019.1	0	3142		1
12	30740020	30813454	ENSRNOG00000000931	Sfswap	0	31547		1
12	30947113	30950595	ENSRNOG00000060352	AABR07036024.2	0	85806		1
12	31332972	31360754	ENSRNOG00000000936	Stx2	0	52447		1
12	33685053	33695136	ENSRNOG00000061665	AABR07036080.3	0	35455		1
12	33921735	33927644	ENSRNOG00000060336	AABR07036084.1	0	4157		1
12	34003395	34007071	ENSRNOG00000000964	AABR07036087.1	0	27930		1
12	35610496	35614076	ENSRNOG00000045833	AABR07036187.1	0	129098		1
12	35904858	35908782	ENSRNOG00000049070	Gnb2l1	0	260		1
12	36511893	36558094	ENSRNOG00000000967	Aacs	0	1295		1
12	37363406	37427996	ENSRNOG00000052704	Tctn2	0	23808		1
12	39005691	39008724	ENSRNOG00000053665	SNORA25	0	93		1
12	39551503	39603826	ENSRNOG00000001285	Atp2a2	0	10705		1
12	39911228	39951141	ENSRNOG00000034266	Ccdc63	0	5230		1
12	39951487	39960639	ENSRNOG00000030848	Myl2	0	18362		1
12	41907240	41996357	ENSRNOG00000001397	Rbm19	0	1242		1
12	42216175	42219939	ENSRNOG00000053908	AABR07036407.1	0	32462		1
12	42340723	42355631	ENSRNOG00000037744	Oas1i	0	29525		1
12	42386702	42391429	ENSRNOG00000057987	AABR07036411.1	0	1372		1
12	44043817	44138638	ENSRNOG00000001126	Fbxw8	0	419		1
12	45317101	45321620	ENSRNOG00000052647	RGD1561114	0	2781		1
12	45938337	45942274	ENSRNOG00000057122	AABR07036514.1	0	46727		1
12	46245594	46248616	ENSRNOG00000052985	7SK	0	15196		1
12	46962379	46972366	ENSRNOG00000053108	AABR07036532.1	0	3635		1
12	48401397	48447477	ENSRNOG00000000695	Ssh1	0	10924		1
12	48479350	48554552	ENSRNOG00000000697	Coro1c	0	13952		1
12	48723815	48726812	ENSRNOG00000057781	7SK	0	2789		1
12	50619226	50624351	ENSRNOG00000051412	AABR07036626.1	0	26228		1
12	51673869	51676876	ENSRNOG00000050192	AABR07036642.1	0	32525		1
12	51759627	51842607	ENSRNOG00000052761	AC095390.1	0	29		1
12	52069788	52077239	ENSRNOG00000037478	Noc4l	0	11362		1
13	757097	760452	ENSRNOG00000057509	AABR07019663.1	0	466549		1
13	14770759	14773785	ENSRNOG00000054606	SNORA17	0	703216		1
13	18183893	18186899	ENSRNOG00000055967	U6	0	4702		1
13	22242167	22245198	ENSRNOG00000059684	SNORA17	0	457403		1
13	25513392	25654873	ENSRNOG00000014866	Pign	0	11594		1
13	27029648	27063120	ENSRNOG00000028194	Serpinb13	0	8881		1
13	27153425	27161028	ENSRNOG00000002578	Serpinb3a	0	9373		1
13	27447534	27463510	ENSRNOG00000002460	Serpinb2	0	34536		1
13	30492706	30496792	ENSRNOG00000028513	RGD1560523	0	107308		1
13	35494221	35513420	ENSRNOG00000002440	Ralb	0	10623		1
13	37522061	37538466	ENSRNOG00000025430	Ddx18	0	30535		1
13	37696815	37699969	ENSRNOG00000029868	LOC680288	0	8032		1
13	39433717	39645761	ENSRNOG00000002595	Dpp10	0	495519		1
13	41800297	41836653	ENSRNOG00000030481	LOC100362110	0	26899		1
13	43746547	43773776	ENSRNOG00000056388	AABR07020859.1	0	57749		1
13	44422289	44469234	ENSRNOG00000003884	Acmsd	0	7291		1
13	44583486	44586516	ENSRNOG00000054237	SNORA36	0	9888		1
13	44810167	44951262	ENSRNOG00000004099	R3hdm1	0	5169		1
13	45314433	45321278	ENSRNOG00000003866	Cxcr4	0	1435		1
13	47452191	47467932	ENSRNOG00000004341	LOC498222	0	27069		1
13	47663580	47672807	ENSRNOG00000025571	Il19	0	21194		1
13	47784661	47833510	ENSRNOG00000004726	Mapkapk2	0	17663		1
13	48364907	48379331	ENSRNOG00000048522	LOC100909648	0	26109		1
13	48389917	48403032	ENSRNOG00000049261	Avpr1b	0	7569		1
13	48604908	48628499	ENSRNOG00000042320	Slc41a1	0	1710		1
13	49089906	49109550	ENSRNOG00000000034	Nuak2	0	3851		1
13	50193642	50235362	ENSRNOG00000053210	Zc3h11a	0	7044		1
13	50689614	50715784	ENSRNOG00000051347	Rn50_13_0558.2	0	18016		1
13	50912680	50919382	ENSRNOG00000003300	Btg2	0	15619		1
13	50972472	50995143	ENSRNOG00000028072	Chit1	0	258		1
13	51020281	51031302	ENSRNOG00000053272	Chi3l1	0	1683		1
13	51124059	51129548	ENSRNOG00000030743	Myog	0	7061		1
13	51216068	51224452	ENSRNOG00000027702	LOC289035	0	3270		1
13	51381989	51455857	ENSRNOG00000060544	Kdm5b	0	6944		1
13	52851631	52871797	ENSRNOG00000010204	Tmem9	0	804		1
13	54316563	54319578	ENSRNOG00000054095	SNORA17	0	192623		1
13	55488031	55564150	ENSRNOG00000000657	Nek7	0	68633		1
13	57128995	57522336	ENSRNOG00000013312	Kcnt2	0	24465		1
13	58230911	58233921	ENSRNOG00000059603	U6	0	284913		1
13	58458522	58461536	ENSRNOG00000036200	5S_rRNA	0	110265		1
13	60616909	60620838	ENSRNOG00000055008	AABR07021204.1	0	71563		1
13	61421929	61426066	ENSRNOG00000052921	AABR07021221.1	0	30535		1
13	65288396	65291427	ENSRNOG00000060279	SNORA17	0	20798		1
13	66564458	66567464	ENSRNOG00000060764	U6	0	197260		1
13	67481144	67521908	ENSRNOG00000060838	AABR07021355.2	0	1946		1
13	68440505	68443515	ENSRNOG00000052133	U4	0	19107		1
13	68935395	68942886	ENSRNOG00000053686	AC113858.1	0	20197		1
13	69132728	69200011	ENSRNOG00000028358	Edem3	0	8930		1
13	69514559	69517516	ENSRNOG00000061872	U6	0	9161		1
13	69561219	69564859	ENSRNOG00000059183	AABR07021391.1	0	13342		1
13	69625760	69629390	ENSRNOG00000052094	AABR07021392.1	0	31811		1
13	69764591	69783419	ENSRNOG00000002352	Tsen15	0	14393		1
13	70352472	70355989	ENSRNOG00000061977	Rn60_13_0704.2	0	7812		1
13	71280152	71285202	ENSRNOG00000026940	Rgsl2h	0	5199		1
13	74279673	74333614	ENSRNOG00000004337	Fam20b	0	13187		1
13	75057527	75067323	ENSRNOG00000057851	LOC680254	0	13078		1
13	75172854	75217441	ENSRNOG00000005229	Sec16b	0	3160		1
13	76855265	76858389	ENSRNOG00000047609	AABR07021530.1	0	7667		1
13	77889905	77904596	ENSRNOG00000051025	Rn50_13_0829.1	0	14205		1
13	79076533	79090527	ENSRNOG00000002896	Prdx6	0	10474		1
13	79490965	79494799	ENSRNOG00000051105	Rn50_13_0844.1	0	14167		1
13	79659927	79663668	ENSRNOG00000053653	AABR07021589.1	0	11329		1
13	79855979	79901879	ENSRNOG00000026523	RGD1309106	0	17981		1
13	80684825	80706015	ENSRNOG00000003400	Fmo4	0	52027		1
13	80791065	80821618	ENSRNOG00000049851	Fmo6	0	983		1
13	80836920	80865363	ENSRNOG00000003620	Fmo3	0	8438		1
13	80928495	80971371	ENSRNOG00000003698	Mroh9	0	28697		1
13	80950090	80953092	ENSRNOG00000059797	SNORA17	0	88909		1
13	81146848	81216946	ENSRNOG00000003720	Prrx1	0	91250		1
13	81325393	81330619	ENSRNOG00000060416	AABR07021610.1	0	12795		1
13	82296134	82301157	ENSRNOG00000025189	Mettl18	0	17244		1
13	84083132	84219766	ENSRNOG00000003581	Pou2f1	0	21035		1
13	84270263	84273231	ENSRNOG00000054035	SNORD24	0	20665		1
13	84773774	84797481	ENSRNOG00000025119	Fmo9	0	56520		1
13	85376216	85446376	ENSRNOG00000003917	Uck2	0	29418		1
13	85672092	85675076	ENSRNOG00000050010	AABR07021691.1	0	41925		1
13	87322429	87330543	ENSRNOG00000059942	AABR07021714.1	0	250031		1
13	89477658	89496449	ENSRNOG00000034221	Cfap126	0	22460		1
13	89661263	89670873	ENSRNOG00000003706	Ufc1	0	3928		1
13	90057627	90077544	ENSRNOG00000023209	Slamf7	0	5629		1
13	90298606	90322957	ENSRNOG00000038286	Slamf6	0	1808		1
13	90756860	90763457	ENSRNOG00000007735	Pigm	0	20144		1
13	91637229	91641061	ENSRNOG00000049212	Olr1579	0	29231		1
13	91730425	91739453	ENSRNOG00000009177	Fcer1a	0	227		1
13	92501974	92505851	ENSRNOG00000022063	Olr1602	0	5976		1
13	92567385	92673321	ENSRNOG00000061764	Fmn2	0	7587		1
13	95080890	95351313	ENSRNOG00000021497	Akt3	0	19888		1
13	96301303	96414904	ENSRNOG00000042201	Efcab2	0	23297		1
13	97613491	97630459	ENSRNOG00000058321	AABR07021910.1	0	6893		1
13	98022930	98081346	ENSRNOG00000023541	Ahctf1	0	8255		1
13	98228926	98448262	ENSRNOG00000002841	Cdc42bpa	0	39928		1
13	98513070	98533124	ENSRNOG00000002879	Psen2	0	7472		1
13	98972541	98977826	ENSRNOG00000048085	LOC100912275	0	6975		1
13	101362342	101372359	ENSRNOG00000061273	AABR07021972.1	0	8744		1
13	101379110	101386264	ENSRNOG00000022067	Tlr5	0	7137		1
13	101451432	101599970	ENSRNOG00000003635	Disp1	0	13234		1
13	103375733	103379120	ENSRNOG00000046240	AABR07022023.1	0	1281		1
13	104048886	104083031	ENSRNOG00000023130	Lyplal1	0	130688		1
13	104813971	104817146	ENSRNOG00000060929	AABR07022057.1	0	85255		1
13	105154941	105181495	ENSRNOG00000002450	Rrp15	0	13906		1
13	105405779	105411848	ENSRNOG00000002501	Ddx3y	0	43181		1
13	105469654	105475532	ENSRNOG00000053957	AABR07022064.1	0	3856		1
13	105846861	105855125	ENSRNOG00000058959	AABR07022072.2	0	476		1
13	107488508	107502093	ENSRNOG00000056214	AABR07022098.1	0	35308		1
13	108244998	108247991	ENSRNOG00000045002	5S_rRNA	0	24000		1
13	109799804	109803007	ENSRNOG00000058985	7SK	0	3994		1
13	109907371	109910420	ENSRNOG00000060487	AC125873.2	0	8181		1
13	109989794	109999492	ENSRNOG00000003833	Nenf	0	24596		1
13	110219783	110259767	ENSRNOG00000004195	Dtl	0	53585		1
13	110509268	110523269	ENSRNOG00000004487	Nek2l1	0	3670		1
13	110551621	110555375	ENSRNOG00000058314	AABR07022162.2	0	23626		1
13	110673351	110680789	ENSRNOG00000059863	AABR07022168.1	0	10353		1
13	112789144	112803201	ENSRNOG00000055953	AABR07022202.2	0	49200		1
13	113619211	113622382	ENSRNOG00000052996	7SK	0	35213		1
14	306169	338657	ENSRNOG00000049387	Vom2r70	0	8744		1
14	657679	663237	ENSRNOG00000048600	RGD1562423	0	6281		1
14	898296	973731	ENSRNOG00000046835	Vom2r71	0	3270		1
14	2192533	2227098	ENSRNOG00000000060	Cplx1	0	6903		1
14	3124122	3206988	ENSRNOG00000023484	Rpap2	0	19924		1
14	3826159	3849291	ENSRNOG00000002105	Cdc7	0	11761		1
14	4061328	4065780	ENSRNOG00000052143	AABR07014161.1	0	22930		1
14	5835238	5838581	ENSRNOG00000057207	AABR07014239.1	0	14440		1
14	5926337	5945821	ENSRNOG00000002134	LOC103690086	0	21380		1
14	6014675	6017681	ENSRNOG00000061922	U6	0	21877		1
14	6673186	6682301	ENSRNOG00000043451	Spp1	0	5588		1
14	6874885	6880119	ENSRNOG00000053644	AC129695.1	0	28087		1
14	7946839	7950131	ENSRNOG00000034289	Ndufb4l1	0	14841		1
