Chromosome	Gene-Start	Gene-End	Gene-ID	Gene-Name	Peaks-on-Gene-Body	Mean-Distance-of-Gene-to-Nearest-Peaks	sd	Number-of-Peaks-Associated-with-Gene
8	92037917	92040520	ENSMUSG00000065636	Gm24254	0	26281		1
8	92151596	92160266	ENSMUSG00000110380	Gm45332	0	10998		1
8	92463767	92470165	ENSMUSG00000110290	Gm45336	0	5569		1
8	95532085	95559390	ENSMUSG00000036598	Ccdc113	0	12287		1
8	95631453	95645560	ENSMUSG00000031669	Gins3	0	10041		1
8	103531145	103565623	ENSMUSG00000109699	Gm45277	0	2778		1
8	104701205	104722965	ENSMUSG00000110557	Gm5159	0	4207		1
8	107411986	107427051	ENSMUSG00000003848	Nob1	0	988		1
8	107549244	107551813	ENSMUSG00000065439	Mir140	0	12188		1
8	111416732	111419363	ENSMUSG00000077477	Gm24793	0	3334		1
8	112236113	112238966	ENSMUSG00000110435	Gm3635	0	75515		1
8	115971135	115974071	ENSMUSG00000110620	Gm45733	0	15537		1
8	116355061	116360050	ENSMUSG00000110709	1700018P08Rik	0	10863		1
8	116888185	116923455	ENSMUSG00000014633	Cmc2	0	48387		1
8	118118954	118121583	ENSMUSG00000065028	Gm25200	0	57618		1
8	119376696	119387037	ENSMUSG00000110470	Gm45723	0	5098		1
8	124355238	124357823	ENSMUSG00000064664	Gm24459	0	1978		1
8	126420515	126425933	ENSMUSG00000051671	Coa6	0	9517		1
8	126981093	126984232	ENSMUSG00000110648	Gm38574	0	12969		1
8	127039848	127042700	ENSMUSG00000110492	Gm5358	0	14050		1
8	128277648	128280225	ENSMUSG00000099326	Mir21c	0	40850		1
8	128631936	128635382	ENSMUSG00000110562	Gm9204	0	99338		1
9	3038169	3040743	ENSMUSG00000106183	Mir101c	0	658		1
9	8244786	8247381	ENSMUSG00000084747	Mir1899	0	32220		1
9	15379367	15387925	ENSMUSG00000111763	Gm34973	0	13876		1
9	15821147	15823736	ENSMUSG00000111217	Gm48711	0	749		1
9	21061893	21069093	ENSMUSG00000079681	Zglp1	0	495		1
9	21590722	21596470	ENSMUSG00000048429	Timm29	0	2931		1
9	26518985	26551953	ENSMUSG00000111066	Gm30313	0	59048		1
9	27394800	27402285	ENSMUSG00000031991	Spata19	0	24316		1
9	27614185	27626398	ENSMUSG00000110851	Gm48902	0	32403		1
9	30487959	30490876	ENSMUSG00000111260	Gm47714	0	5161		1
9	32611452	32630057	ENSMUSG00000110844	Gm47680	0	13054		1
9	32904437	32930966	ENSMUSG00000099025	Gm27162	0	11035		1
9	39905336	39913232	ENSMUSG00000095390	Olfr229	0	8538		1
9	40605916	40618386	ENSMUSG00000111504	Gm48284	0	7918		1
9	40679145	40682407	ENSMUSG00000111801	Gm48288	0	1747		1
9	41886012	41892604	ENSMUSG00000111726	Gm40513	0	23197		1
9	43681053	43684441	ENSMUSG00000110808	Gm5364	0	1055		1
9	43978458	43981477	ENSMUSG00000111637	Gm10688	0	1260		1
9	44577608	44585152	ENSMUSG00000111378	Gm47230	0	5410		1
9	44895865	44898482	ENSMUSG00000080358	Gm26249	0	4119		1
9	46911493	46927866	ENSMUSG00000099696	2900052N01Rik	0	5095		1
9	47472549	47476918	ENSMUSG00000111755	Gm47160	0	4751		1
9	47481128	47488506	ENSMUSG00000111703	Gm47161	0	1295		1
9	49414694	49429021	ENSMUSG00000032257	Ankk1	0	296		1
9	49436463	49488225	ENSMUSG00000040219	Ttc12	0	2176		1
9	50185543	50189045	ENSMUSG00000098012	Gm8907	0	47745		1
9	51054140	51079094	ENSMUSG00000060594	Layn	0	1342		1
9	51211708	51240580	ENSMUSG00000032053	Pou2af1	0	20110		1
9	53848164	53855060	ENSMUSG00000042045	Sln	0	12141		1
9	54824161	54827282	ENSMUSG00000111686	Rab7-ps1	0	21163		1
9	56537905	56540732	ENSMUSG00000110821	Gm47176	0	8107		1
9	57173275	57186608	ENSMUSG00000100282	1700041C23Rik	0	13593		1
9	57481963	57484871	ENSMUSG00000074280	Gm6166	0	2530		1
9	58359204	58372455	ENSMUSG00000036244	Tbc1d21	0	12006		1
9	58552799	58556329	ENSMUSG00000103486	Gm10657	0	4472		1
9	58977251	59034356	ENSMUSG00000111846	Gm47271	0	24245		1
9	62270229	62284208	ENSMUSG00000046846	Spesp1	0	3193		1
9	62802478	62808734	ENSMUSG00000097672	Gm26609	0	7667		1
9	66944086	66950016	ENSMUSG00000036781	Rps27l	0	8488		1
9	69476529	69481598	ENSMUSG00000086399	Gm16144	0	33603		1
9	69987466	70008817	ENSMUSG00000011958	Bnip2	0	56268		1
9	70928488	70934930	ENSMUSG00000111631	Gm32017	0	51871		1
9	71278274	71281185	ENSMUSG00000111181	Gm48124	0	60216		1
9	73174929	73177741	ENSMUSG00000066478	Gm5745	0	1131		1
9	75773364	75900810	ENSMUSG00000032179	Bmp5	0	36566		1
9	77834030	77848611	ENSMUSG00000111250	Gm47818	0	1832		1
9	77990599	78002761	ENSMUSG00000111610	Gm34829	0	1240		1
9	82462856	82465452	ENSMUSG00000088760	Gm24393	0	17949		1
9	83143915	83147864	ENSMUSG00000101144	Gm29054	0	9737		1
9	87125334	87128316	ENSMUSG00000099539	Gm8282	0	20936		1
9	88546020	88571561	ENSMUSG00000032425	Zfp949	0	2822		1
9	89666773	89670471	ENSMUSG00000111569	Gm47410	0	1930		1
9	92455373	92492956	ENSMUSG00000032377	Plscr4	0	50575		1
9	93567574	93571184	ENSMUSG00000111630	Gm47165	0	53017		1
9	94642019	94644614	ENSMUSG00000089551	Gm24178	0	20021		1
9	98491968	98495624	ENSMUSG00000103579	Gm37113	0	27777		1
9	98705230	98707836	ENSMUSG00000098939	Gm27919	0	28832		1
9	102371118	102373720	ENSMUSG00000088138	Gm22894	0	49681		1
9	102484790	102487580	ENSMUSG00000111859	Gm47983	0	3621		1
9	102690885	102694334	ENSMUSG00000099491	4930533D04Rik	0	20887		1
9	107239220	107244497	ENSMUSG00000104086	1700039M15Rik	0	2104		1
9	107299880	107303838	ENSMUSG00000090570	Gm17041	0	2963		1
9	108288429	108296998	ENSMUSG00000032606	Nicn1	0	1031		1
9	109923851	109926750	ENSMUSG00000105191	Gm4644	0	14053		1
9	110914239	110918861	ENSMUSG00000096393	Fam240a	0	4041		1
9	111073394	111075956	ENSMUSG00000088296	Gm26409	0	9045		1
9	111269929	111279593	ENSMUSG00000046785	Epm2aip1	0	9608		1
9	111409434	111413413	ENSMUSG00000105592	Gm42527	0	8788		1
9	112520529	112523160	ENSMUSG00000096353	Gm24957	0	212841		1
9	114647130	114650035	ENSMUSG00000111744	Gm7780	0	7166		1
9	118148231	118170876	ENSMUSG00000097402	Gm17399	0	28925		1
9	118466484	118469064	ENSMUSG00000084515	Gm22479	0	1937		1
9	119439778	119446830	ENSMUSG00000097504	4930516B21Rik	0	2380		1
9	120147707	120181984	ENSMUSG00000032517	Mobp	0	2109		1
9	120743090	120753143	ENSMUSG00000111831	Gm47064	0	3892		1
9	121521575	121531305	ENSMUSG00000110814	Gm38661	0	9896		1
9	121932080	121935902	ENSMUSG00000111141	Gm47115	0	4482		1
9	122435318	122440165	ENSMUSG00000111146	Gm35454	0	17236		1
9	122745346	122802635	ENSMUSG00000094985	Topaz1	0	8548		1
10	3255708	3269771	ENSMUSG00000091618	H60c	0	3110		1
10	3538240	3555377	ENSMUSG00000019762	Iyd	0	42624		1
10	7383611	7392783	ENSMUSG00000112057	Gm21321	0	83013		1
10	10544502	10560265	ENSMUSG00000019832	Rab32	0	14904		1
10	17511614	17522608	ENSMUSG00000112587	Gm47769	0	9216		1
10	18010760	18025288	ENSMUSG00000078453	Abracl	0	10513		1
10	18233053	18246519	ENSMUSG00000096977	Gm10827	0	23882		1
10	19589949	19610729	ENSMUSG00000020009	Ifngr1	0	672		1
10	21684411	21707940	ENSMUSG00000056716	Gm5420	0	7813		1
10	24221517	24303290	ENSMUSG00000020000	Moxd1	0	6511		1
10	26105789	26108921	ENSMUSG00000112808	Gm4739	0	12680		1
10	37127744	37130590	ENSMUSG00000103299	Gm38231	0	51546		1
10	38177453	38180084	ENSMUSG00000077576	Gm24889	0	5317		1
10	39168800	39175252	ENSMUSG00000111055	D030034A15Rik	0	2549		1
10	42307775	42310519	ENSMUSG00000088165	Gm23533	0	8777		1
10	42697536	42700518	ENSMUSG00000086434	Gm15200	0	17883		1
10	43743809	43766336	ENSMUSG00000111422	1700027J07Rik	0	24865		1
10	43819231	43822735	ENSMUSG00000094852	Gm9034	0	1633		1
10	44417900	44426324	ENSMUSG00000111078	Gm35028	0	7102		1
10	52592012	52601173	ENSMUSG00000112552	Gm36065	0	35228		1
10	57792335	57812330	ENSMUSG00000019872	Smpdl3a	0	43471		1
10	60124776	60127333	ENSMUSG00000105468	Mir6906	0	14868		1
10	61378914	61383048	ENSMUSG00000112875	Gm48074	0	11753		1
10	61772737	61775321	ENSMUSG00000093017	Mir5108	0	28480		1
10	62021404	62026115	ENSMUSG00000112018	Gm47919	0	24406		1
10	62069123	62072862	ENSMUSG00000046687	Gm5424	0	7925		1
10	62250438	62266490	ENSMUSG00000020081	Tacr2	0	5640		1
10	63115295	63205952	ENSMUSG00000020067	Mypn	0	13649		1
10	63420865	63423789	ENSMUSG00000048185	Gm7075	0	212		1
10	66835597	66840001	ENSMUSG00000112379	Gm47900	0	2600		1
10	66889171	66893612	ENSMUSG00000112267	Gm47903	0	17173		1
10	67435590	67445429	ENSMUSG00000112726	Gm47531	0	18972		1
10	67708088	67720039	ENSMUSG00000112619	1700030E10Rik	0	3362		1
10	67885603	67914662	ENSMUSG00000037855	Zfp365	0	11739		1
10	69020240	69035888	ENSMUSG00000112331	Gm33035	0	51042		1
10	70285049	70290176	ENSMUSG00000052426	Gm9877	0	19225		1
10	70336302	70338954	ENSMUSG00000112676	Gm20108	0	19704		1
10	71224964	71240280	ENSMUSG00000003923	Tfam	0	521		1
10	71316766	71319855	ENSMUSG00000112582	Rpl19-ps2	0	3746		1
10	72307321	72311656	ENSMUSG00000053830	Gm9923	0	9923		1
10	77257276	77261223	ENSMUSG00000078444	Gm10941	0	10378		1
10	78598622	78603874	ENSMUSG00000104370	Gm37514	0	1224		1
10	82864626	82868430	ENSMUSG00000109864	Eid3	0	35171		1
10	83809664	83813565	ENSMUSG00000112077	Gm47245	0	2836		1
10	83899852	83902628	ENSMUSG00000112133	Gm47247	0	27454		1
10	84306886	84309844	ENSMUSG00000111875	Gm5425	0	4488		1
10	88270383	88275231	ENSMUSG00000112259	Gm17980	0	4185		1
10	90988811	91084770	ENSMUSG00000019979	Apaf1	0	7013		1
10	91080940	91103107	ENSMUSG00000019975	Ikbip	0	4494		1
10	91117791	91120536	ENSMUSG00000077167	Gm24119	0	10265		1
10	91640202	91642890	ENSMUSG00000111782	Gm47091	0	70111		1
10	92642091	92652234	ENSMUSG00000111470	Gm31822	0	16293		1
10	95114379	95118231	ENSMUSG00000112677	Gm48868	0	23781		1
10	95415375	95429140	ENSMUSG00000097766	5730420D15Rik	0	3861		1
10	95444816	95463224	ENSMUSG00000112261	Gm47599	0	2218		1
10	95476843	95480117	ENSMUSG00000112450	Gm3619	0	2045		1
10	95601792	95604616	ENSMUSG00000089618	Gm23776	0	794		1
10	96902658	96960871	ENSMUSG00000112488	Gm33981	0	2460		1
10	97421478	97424062	ENSMUSG00000105557	Mir3966	0	80680		1
10	99267186	99272446	ENSMUSG00000112384	Gm34921	0	10355		1
10	99537122	99540069	ENSMUSG00000112180	Gm48085	0	31132		1
10	99607171	99658634	ENSMUSG00000111962	Gm20110	0	10573		1
10	104864704	104867308	ENSMUSG00000089019	Gm25522	0	110306		1
10	108330121	108414740	ENSMUSG00000035873	Pawr	0	4523		1
10	111101078	111104871	ENSMUSG00000112165	Gm48851	0	9680		1
10	111123851	111127221	ENSMUSG00000091086	Rpl6l	0	6453		1
10	111335124	111347685	ENSMUSG00000112246	Gm40761	0	14116		1
10	111506075	111509662	ENSMUSG00000100113	Gm28592	0	12339		1
10	111586219	111596273	ENSMUSG00000097082	4933440J02Rik	0	221		1
10	113111389	113118426	ENSMUSG00000112228	Gm47524	0	95175		1
10	115339174	115364501	ENSMUSG00000069520	Tmem19	0	4576		1
10	116564782	116568531	ENSMUSG00000112881	Gm49344	0	15870		1
10	116984314	117025540	ENSMUSG00000020169	Best3	0	4061		1
10	117041746	117045601	ENSMUSG00000112242	Gm10747	0	1548		1
10	117388022	117399087	ENSMUSG00000112728	Gm48903	0	914		1
10	117408372	117415904	ENSMUSG00000112796	Gm40770	0	374		1
10	117445515	117449493	ENSMUSG00000112344	Gm32141	0	3117		1
10	117592353	117596382	ENSMUSG00000043800	Kifc5c-ps	0	1619		1
10	117688375	117712758	ENSMUSG00000020184	Mdm2	0	3243		1
10	117733179	117748365	ENSMUSG00000060181	Slc35e3	0	3981		1
10	117797959	117800765	ENSMUSG00000112525	Gm47899	0	2036		1
10	118919881	118929143	ENSMUSG00000112854	Gm38403	0	26258		1
10	121617968	121620543	ENSMUSG00000092841	Gm24330	0	8058		1
10	122064343	122067521	ENSMUSG00000112184	Gm48826	0	9145		1
10	128775871	128779250	ENSMUSG00000045055	Rpsa-ps2	0	1673		1
11	6271311	6273924	ENSMUSG00000077524	n-R5s67	0	5077		1
11	6683824	6687309	ENSMUSG00000083075	Gm11980	0	10092		1
11	6715501	6722037	ENSMUSG00000086808	Gm11981	0	1503		1
11	8992637	9013191	ENSMUSG00000020413	Hus1	0	10639		1
11	10376270	10379082	ENSMUSG00000084045	Gm11997	0	56519		1
11	12236108	12466960	ENSMUSG00000020173	Cobl	0	43710		1
11	15047158	15050757	ENSMUSG00000084183	Gm12009	0	176244		1
11	19781652	19784983	ENSMUSG00000081820	Gm12029	0	40818		1
11	20140568	20143290	ENSMUSG00000081346	Gm12030	0	10770		1
11	20194133	20196735	ENSMUSG00000084442	Gm26253	0	7935		1
11	21197208	21199976	ENSMUSG00000088223	Gm22600	0	22610		1
11	22729397	22734986	ENSMUSG00000085979	Gm12055	0	26399		1
11	22732038	22738437	ENSMUSG00000085803	Gm12056	0	5164		1
11	23515703	23523155	ENSMUSG00000020286	1700093K21Rik	0	705		1
11	23645979	23667959	ENSMUSG00000020283	Pex13	0	5581		1
11	29170409	29175558	ENSMUSG00000086725	A630052C17Rik	0	3211		1
11	32983716	32986299	ENSMUSG00000077836	Gm26052	0	10318		1
11	35767484	35791785	ENSMUSG00000018846	Pank3	0	9486		1
11	43419750	43428251	ENSMUSG00000020415	Pttg1	0	3752		1
11	43595549	43603540	ENSMUSG00000020405	Fabp6	0	2061		1
11	44386615	44389274	ENSMUSG00000082790	Gm12155	0	55017		1
11	44584317	44591729	ENSMUSG00000086501	4930597A21Rik	0	272		1
11	46034440	46037281	ENSMUSG00000082870	Gm12165	0	1520		1
11	49276304	49283269	ENSMUSG00000059864	Olfr1393	0	1706		1
11	49769833	49772409	ENSMUSG00000092894	Gm23813	0	13035		1
11	50126407	50129918	ENSMUSG00000084302	Gm12194	0	809		1
11	50357285	50359879	ENSMUSG00000076450	Mir804	0	2322		1
11	52274055	52286679	ENSMUSG00000086395	A630014C17Rik	0	11922		1
11	53478166	53481597	ENSMUSG00000054450	Gm9945	0	3404		1
11	53902257	53905155	ENSMUSG00000082380	Gm12218	0	8846		1
11	54245600	54254995	ENSMUSG00000085585	Gm12223	0	6602		1
11	54264803	54269277	ENSMUSG00000018914	Il3	0	724		1
11	55770088	56071348	ENSMUSG00000086020	Gm12239	0	72890		1
11	57878896	57881686	ENSMUSG00000084223	Gm12244	0	2298		1
11	57948229	57951085	ENSMUSG00000083657	Gm12245	0	12431		1
11	58272799	58294789	ENSMUSG00000069873	4930438A08Rik	0	10201		1
11	59608585	59615560	ENSMUSG00000044061	Olfr225	0	13241		1
11	59919499	59922389	ENSMUSG00000085551	1810063I02Rik	0	8012		1
11	61525755	61529077	ENSMUSG00000085459	Gm12272	0	54724		1
11	61729150	61764088	ENSMUSG00000020528	Prpsap2	0	3752		1
11	61775149	61857073	ENSMUSG00000004798	Ulk2	0	1551		1
11	61948915	61953236	ENSMUSG00000084805	Gm12273	0	2117		1
11	62695218	62698015	ENSMUSG00000081852	Gm12281	0	8820		1
11	62989953	63006134	ENSMUSG00000087604	Cdrt4os1	0	12867		1
11	63845683	63848818	ENSMUSG00000081455	Hmgb1-ps3	0	7885		1
11	64589995	64592640	ENSMUSG00000080430	Gm24275	0	57561		1
11	64840100	64845753	ENSMUSG00000086490	Gm12292	0	8102		1
11	65277154	65367798	ENSMUSG00000085162	Gm12295	0	8603		1
11	65624394	65627003	ENSMUSG00000065104	Gm26128	0	8798		1
11	67796187	67816502	ENSMUSG00000033044	Dhrs7c	0	699		1
11	69057218	69062483	ENSMUSG00000072809	9330160F10Rik	0	1220		1
11	69057717	69062078	ENSMUSG00000045176	Borcs6	0	523		1
11	69073015	69075615	ENSMUSG00000088787	Gm25371	0	3586		1
11	69685750	69697849	ENSMUSG00000097328	Tnfsf12	0	552		1
11	71510377	71573683	ENSMUSG00000072753	9230020A06Rik	0	1179		1
11	72020755	72023357	ENSMUSG00000080577	Gm23226	0	5157		1
11	74731703	74734370	ENSMUSG00000081252	Gm16032	0	11231		1
11	76670470	76674176	ENSMUSG00000044243	Bhlha9	0	21672		1
11	77043792	77080435	ENSMUSG00000037958	Nsrp1	0	2794		1
11	77637854	77640533	ENSMUSG00000082646	Gm12732	0	4856		1
11	78072876	78082383	ENSMUSG00000020832	Eral1	0	818		1
11	78753926	78756522	ENSMUSG00000080600	Gm23840	0	15279		1
11	79238872	79256671	ENSMUSG00000017677	Wsb1	0	5474		1
11	79903981	79906627	ENSMUSG00000082252	Gm11204	0	8974		1
11	82027724	82040562	ENSMUSG00000092157	Gm17268	0	2326		1
11	82631353	82636809	ENSMUSG00000069796	Gm11426	0	15192		1
11	83065252	83073246	ENSMUSG00000111713	Gm20234	0	2155		1
11	83136224	83138817	ENSMUSG00000111168	Gm48468	0	626		1
11	83572419	83580636	ENSMUSG00000019122	Ccl9	0	16221		1
11	85232775	85238804	ENSMUSG00000085628	Appbp2os	0	24597		1
11	85846290	85852333	ENSMUSG00000069785	Gm11444	0	9268		1
11	87884479	87894268	ENSMUSG00000093839	Olfr462	0	2481		1
11	87912768	87922967	ENSMUSG00000060787	Olfr464	0	4770		1
11	88740511	88745369	ENSMUSG00000085646	Gm11493	0	6032		1
11	90184509	90187127	ENSMUSG00000077706	n-R5s72	0	6511		1
11	94209454	94215995	ENSMUSG00000037573	Tob1	0	8656		1
11	94279873	94286753	ENSMUSG00000094091	Gm21885	0	2875		1
11	94693998	94706499	ENSMUSG00000056008	Gm11541	0	902		1
11	94776717	94784703	ENSMUSG00000075610	Tmem92	0	1298		1
11	94917709	94920333	ENSMUSG00000064512	Gm22456	0	911		1
11	95308429	95324996	ENSMUSG00000085143	Gm11520	0	205		1
11	95412080	95493906	ENSMUSG00000057522	Spop	0	2482		1
11	95667952	95673219	ENSMUSG00000097176	Gm26830	0	10382		1
11	96246633	96249689	ENSMUSG00000083337	Gm11539	0	10035		1
11	96390112	96393166	ENSMUSG00000075587	Gm11531	0	13035		1
11	96447823	96466547	ENSMUSG00000075586	Gm11529	0	24025		1
11	96868195	96871501	ENSMUSG00000083651	Gm11524	0	15300		1
11	97061768	97064374	ENSMUSG00000098769	Mir8103	0	6427		1
11	97094933	97097826	ENSMUSG00000084068	Gm11573	0	1135		1
11	97116296	97118915	ENSMUSG00000084368	Gm11572	0	286		1
11	97158990	97162175	ENSMUSG00000084936	Gm11583	0	1592		1
11	97882594	97894311	ENSMUSG00000086917	Gm11630	0	11290		1
11	98061888	98064543	ENSMUSG00000084079	Gm11631	0	690		1
11	100186281	100195246	ENSMUSG00000051617	Krt9	0	13483		1
11	100262382	100271871	ENSMUSG00000053654	Krt42	0	1330		1
11	100289671	100294211	ENSMUSG00000087265	Gm12349	0	3790		1
11	101982279	101992764	ENSMUSG00000010841	1700006E09Rik	0	1237		1
11	102229540	102232150	ENSMUSG00000098863	Mir8101	0	2251		1
11	102404420	102406987	ENSMUSG00000098774	Mir6930	0	6414		1
11	102684186	102699782	ENSMUSG00000020925	Ccdc43	0	9619		1
11	103647570	103651079	ENSMUSG00000046215	Rprml	0	8922		1
11	106920158	106922761	ENSMUSG00000099125	Gm27322	0	21640		1
11	107849745	107852356	ENSMUSG00000098991	Gm27595	0	1347		1
11	109843878	109848976	ENSMUSG00000087393	1700023C21Rik	0	28625		1
11	110542507	110546899	ENSMUSG00000085985	Gm11682	0	48102		1
11	110966033	111028468	ENSMUSG00000051497	Kcnj16	0	170235		1
11	111274100	111277431	ENSMUSG00000082272	Gm11675	0	60702		1
11	114355129	114358761	ENSMUSG00000081548	Gm11692	0	11840		1
11	114796924	114807245	ENSMUSG00000034677	Gpr142	0	6756		1
11	115051417	115064177	ENSMUSG00000048498	Cd300e	0	10624		1
11	115723826	115726808	ENSMUSG00000083394	Gm11703	0	3628		1
11	116078073	116088995	ENSMUSG00000034341	Wbp2	0	1606		1
11	116304864	116310010	ENSMUSG00000097117	Gm26730	0	3991		1
11	116502536	116505338	ENSMUSG00000081318	Rpl36-ps1	0	5863		1
11	118443700	118456995	ENSMUSG00000086514	Gm11747	0	2206		1
11	121386645	121389204	ENSMUSG00000098981	Mir7236	0	6597		1
12	3021883	3026253	ENSMUSG00000090699	Gm9071	0	16085		1
12	6497624	6500615	ENSMUSG00000111967	Gm3678	0	21386		1
12	8672134	8753081	ENSMUSG00000020594	Pum2	0	1920		1
12	9369438	9474270	ENSMUSG00000113913	Gm46323	0	121640		1
12	12682014	12684618	ENSMUSG00000098314	Gm27952	0	27616		1
12	13149180	13152160	ENSMUSG00000113937	Rpl21-ps2	0	641		1
12	16229250	16234227	ENSMUSG00000113892	Gm48605	0	95974		1
12	16844381	16852881	ENSMUSG00000114018	Gm36495	0	14720		1
12	17231612	17234542	ENSMUSG00000113368	Gm10054	0	10859		1
12	17602749	17609231	ENSMUSG00000114062	Gm48313	0	751		1
12	17644400	17647205	ENSMUSG00000088939	Gm25925	0	12596		1
12	19656046	19658934	ENSMUSG00000113714	Gm48635	0	19867		1
12	19702294	19705067	ENSMUSG00000114164	Gm48636	0	19896		1
12	19949314	19952922	ENSMUSG00000113122	Gm48644	0	13516		1
12	21541307	21555021	ENSMUSG00000109975	Gm19196	0	32909		1
12	21624260	21632450	ENSMUSG00000113498	Gm4036	0	7662		1
12	22038913	22041522	ENSMUSG00000094691	Gm22908	0	122115		1
12	24366861	24369480	ENSMUSG00000113417	Gm47478	0	2063		1
12	24492707	24495656	ENSMUSG00000057160	Gm16372	0	27109		1
12	25179768	25190130	ENSMUSG00000114033	Gm47705	0	36471		1
12	25280595	25283439	ENSMUSG00000113745	Gm19340	0	7997		1
12	26414401	26417010	ENSMUSG00000098771	Mir6538	0	1991		1
12	26485405	26488791	ENSMUSG00000113059	Gm46344	0	27210		1
12	28885730	28888382	ENSMUSG00000113325	Gm48080	0	8932		1
12	28908229	29042374	ENSMUSG00000113387	Gm31508	0	6231		1
12	29103987	29108850	ENSMUSG00000113544	4833405L11Rik	0	5589		1
12	32244259	32249124	ENSMUSG00000112578	Gm33308	0	34677		1
12	32390268	32433923	ENSMUSG00000112865	AC155255.1	0	470		1
12	34999837	35002557	ENSMUSG00000089043	Gm24359	0	9044		1
12	36207845	36255398	ENSMUSG00000020545	Lrrc72	0	1847		1
12	40224763	40227782	ENSMUSG00000113181	Gm47954	0	37419		1
12	47530257	47544789	ENSMUSG00000112232	Gm48578	0	132859		1
12	54240255	54242900	ENSMUSG00000088386	Gm24692	0	17501		1
12	54429034	54432398	ENSMUSG00000114047	Gm7557	0	14403		1
12	54737959	54740622	ENSMUSG00000096206	Gm22317	0	779		1
12	69371335	69374458	ENSMUSG00000052673	Gm9887	0	27543		1
12	70675347	70683850	ENSMUSG00000112950	Gm32369	0	13551		1
12	77115865	77118432	ENSMUSG00000093114	Gm22696	0	22067		1
12	77814180	77816809	ENSMUSG00000077707	Gm24070	0	23182		1
12	78888191	78908964	ENSMUSG00000021118	Plek2	0	1237		1
12	80433209	80436436	ENSMUSG00000112278	Gm30025	0	7765		1
12	80885049	80889674	ENSMUSG00000097369	Gm26545	0	2327		1
12	80952683	80970705	ENSMUSG00000021135	Slc10a1	0	18496		1
12	82148468	82151063	ENSMUSG00000064714	n-R5s62	0	10470		1
12	82494888	82498537	ENSMUSG00000094374	Gm5435	0	15690		1
12	82541636	82544690	ENSMUSG00000091668	Gm8358	0	15711		1
12	82584858	82587460	ENSMUSG00000084705	n-R5s63	0	15860		1
12	83503082	83506079	ENSMUSG00000113664	Gm47184	0	522		1
12	84213865	84218137	ENSMUSG00000113094	Gm47447	0	10064		1
12	84257831	84260973	ENSMUSG00000042962	Gm5436	0	4633		1
12	84879824	84889776	ENSMUSG00000113079	Gm48709	0	825		1
12	85660442	85663368	ENSMUSG00000113249	Gm33312	0	1233		1
12	87418511	87421485	ENSMUSG00000114103	Gm8557	0	8313		1
12	99045230	99048074	ENSMUSG00000062582	Rpl30-ps8	0	47127		1
12	99639216	99643924	ENSMUSG00000113012	Gm47196	0	418		1
12	100768523	100771128	ENSMUSG00000064572	Gm25801	0	1725		1
12	101973988	102006924	ENSMUSG00000041781	Cpsf2	0	30077		1
12	102467135	102498407	ENSMUSG00000021192	Golga5	0	10394		1
12	103366772	103372967	ENSMUSG00000110677	Gm45777	0	2174		1
12	104418773	104421400	ENSMUSG00000077398	Gm24334	0	12001		1
12	104855371	104872035	ENSMUSG00000021101	4930408O17Rik	0	6566		1
12	105402019	105412505	ENSMUSG00000114181	Gm46376	0	8096		1
12	106219075	106221706	ENSMUSG00000077640	Gm24986	0	20877		1
12	107486632	107490136	ENSMUSG00000060375	3110018I06Rik	0	58265		1
12	107611000	107614340	ENSMUSG00000079359	Gm9006	0	27261		1
12	107723240	107737496	ENSMUSG00000085641	4930465M20Rik	0	24242		1
12	107743636	107786041	ENSMUSG00000086975	Gm15208	0	44960		1
12	110151154	110160077	ENSMUSG00000113331	3110009F21Rik	0	6956		1
12	110177456	110190061	ENSMUSG00000113733	Gm34785	0	11540		1
12	111016944	111020402	ENSMUSG00000113597	Gm48631	0	3799		1
12	111426374	111432946	ENSMUSG00000097081	Gm10425	0	1255		1
12	113171987	113175306	ENSMUSG00000105111	Gm43310	0	189		1
12	117248817	117251385	ENSMUSG00000065538	Mir153	0	105416		1
12	119607918	119612023	ENSMUSG00000113091	Gm9279	0	14320		1
13	3356273	3364362	ENSMUSG00000096107	Gm16505	0	41639		1
13	4572075	4587041	ENSMUSG00000021207	Akr1c21	0	760		1
13	8796802	8800402	ENSMUSG00000113391	Gm48327	0	1204		1
13	8883501	8892951	ENSMUSG00000058258	Idi1	0	303		1
13	12732379	12735262	ENSMUSG00000113448	Gm7042	0	12539		1
13	12995625	13007383	ENSMUSG00000079092	Prl2c2	0	14227		1
13	13588397	13779303	ENSMUSG00000019726	Lyst	0	27399		1
13	17818946	17822270	ENSMUSG00000081285	Gm18859	0	6731		1
13	19994521	19997804	ENSMUSG00000050243	Gm5446	0	22197		1
13	21285929	21294731	ENSMUSG00000004344	Gpx5	0	13531		1
13	21767125	21770976	ENSMUSG00000085331	Gm11274	0	2225		1
13	24486162	24488764	ENSMUSG00000089413	Gm22013	0	31237		1
13	25054004	25211206	ENSMUSG00000035910	Dcdc2a	0	3406		1
13	25920533	25988293	ENSMUSG00000086531	Gm11351	0	44735		1
13	26358454	26362026	ENSMUSG00000114660	Gm47881	0	8656		1
13	27772995	27782804	ENSMUSG00000060738	Prl7c1	0	4397		1
13	28948419	28955713	ENSMUSG00000076431	Sox4	0	1688		1
13	30056677	30063471	ENSMUSG00000085188	Gm11368	0	46279		1
13	32963209	32979567	ENSMUSG00000042842	Serpinb6b	0	6611		1
