Chromosome	 Peak Start	 Peak End	 Chromosome	 Gene Start	 Gene End	 Gene ID	 Gene Name	 Distance-of-Gene-to-Nearest-Peak

14	977000	977399	14	1004195	1021482	ENSRNOG00000040210	Vom2r69	0

14	1218200	1219199	14	1314857	1324144	ENSRNOG00000031928	Vom2r67	0

14	1227200	1230599	14	1314857	1324144	ENSRNOG00000031928	Vom2r67	0

14	1272400	1272799	14	1314857	1324144	ENSRNOG00000031928	Vom2r67	0

14	1274800	1275999	14	1314857	1324144	ENSRNOG00000031928	Vom2r67	0

14	1326800	1329399	14	1351704	1356052	ENSRNOG00000040213	AABR07014114.1	0

14	1334400	1336199	14	1351704	1356052	ENSRNOG00000040213	AABR07014114.1	0

14	1498600	1501399	14	1499211	1508385	ENSRNOG00000054053	LOC102554799	0

14	1689800	1692199	14	1687457	1697382	ENSRNOG00000052854	AABR07014132.1	0

14	1939200	1941799	14	1933741	1958079	ENSRNOG00000000035	Tmed11	0

14	2007600	2023999	14	2018000	2035893	ENSRNOG00000024207	Fgfrl1	0

14	2027200	2029799	14	2018000	2035893	ENSRNOG00000024207	Fgfrl1	0

14	2030400	2039199	14	2018000	2035893	ENSRNOG00000024207	Fgfrl1	0

14	2234000	2236799	14	2247308	2300455	ENSRNOG00000000062	Pcgf3	0

14	2312800	2322799	14	2307822	2320074	ENSRNOG00000023937	Mfsd7	0

14	2333200	2334199	14	2328250	2375183	ENSRNOG00000000065	Pde6b	0

14	2868400	2869599	14	2860465	2870697	ENSRNOG00000023529	Rpl5	0

14	3031000	3031999	14	2889453	3038737	ENSRNOG00000002039	Evi5	0

14	3057600	3069199	14	3055693	3068871	ENSRNOG00000002042	Gfi1	0

14	3090400	3104199	14	3124122	3207888	ENSRNOG00000023484	Rpap2	0

14	3354800	3360199	14	3303782	3354853	ENSRNOG00000047302	Btbd8	0

14	3575800	3578199	14	3503039	3683045	ENSRNOG00000002093	Tgfbr3	0

14	3789800	3792399	14	3788741	3793770	ENSRNOG00000059950	AABR07014158.1	0

14	3810000	3814399	14	3826159	3850191	ENSRNOG00000002105	Cdc7	0

14	3877000	3879799	14	3879098	3961409	ENSRNOG00000023299	Hfm1	0

14	3922400	3923199	14	3879098	3961409	ENSRNOG00000023299	Hfm1	0

14	4035400	4038399	14	4060428	4065780	ENSRNOG00000052143	AABR07014161.1	0

14	4104000	4105399	14	4122080	4200828	ENSRNOG00000002112	Zfp644	0

14	4108600	4110999	14	4122080	4200828	ENSRNOG00000002112	Zfp644	0

14	4254600	4270799	14	4359417	4368105	ENSRNOG00000002117	Barhl2	0

14	4331600	4340999	14	4359417	4368105	ENSRNOG00000002117	Barhl2	0

14	4427200	4428199	14	4535860	4540112	ENSRNOG00000039989	AABR07014177.1	0

14	4439200	4439999	14	4535860	4540112	ENSRNOG00000039989	AABR07014177.1	0

14	4464800	4471999	14	4535860	4540112	ENSRNOG00000039989	AABR07014177.1	0

14	4479000	4491199	14	4535860	4540112	ENSRNOG00000039989	AABR07014177.1	0

14	4557400	4560199	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4562800	4566599	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4677400	4678599	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4778800	4781799	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4793200	4798999	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4826400	4828999	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4851000	4852399	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4875600	4876599	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4879600	4882199	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4892000	4893199	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4924600	4925199	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4932600	4933399	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4937000	4937599	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4959000	4959599	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	4972000	4975399	14	4998039	5037242	ENSRNOG00000047761	Zfp326	0

14	5248000	5250999	14	5283147	5382026	ENSRNOG00000002122	Lrrc8c	0

14	5274400	5277999	14	5283147	5382026	ENSRNOG00000002122	Lrrc8c	0

14	5527600	5529999	14	5614862	5651411	ENSRNOG00000057936	AABR07014218.1	0

14	5554200	5557599	14	5614862	5651411	ENSRNOG00000057936	AABR07014218.1	0

14	5607200	5608799	14	5614862	5651411	ENSRNOG00000057936	AABR07014218.1	0

14	5620600	5621399	14	5614862	5651411	ENSRNOG00000057936	AABR07014218.1	0

14	5746600	5748199	14	5802559	5806465	ENSRNOG00000054177	U6	0

14	5755200	5756799	14	5802559	5806465	ENSRNOG00000054177	U6	0

14	5764200	5765199	14	5802559	5806465	ENSRNOG00000054177	U6	0

14	5820200	5820799	14	5834338	5838581	ENSRNOG00000057207	AABR07014239.1	0

14	5967200	5968999	14	6013775	6017681	ENSRNOG00000061922	U6	0

14	5992000	5992799	14	6013775	6017681	ENSRNOG00000061922	U6	0

14	6318600	6320199	14	6355411	6362020	ENSRNOG00000037421	Zfp951	0

14	6321000	6323399	14	6355411	6362020	ENSRNOG00000037421	Zfp951	0

14	6337200	6338199	14	6355411	6362020	ENSRNOG00000037421	Zfp951	0

14	6362800	6363599	14	6434667	6544491	ENSRNOG00000030216	Abcg3l1	0

14	6403000	6405199	14	6434667	6544491	ENSRNOG00000030216	Abcg3l1	0

14	6456600	6459799	14	6434667	6544491	ENSRNOG00000030216	Abcg3l1	0

14	6528400	6528599	14	6434667	6544491	ENSRNOG00000030216	Abcg3l1	0

14	6666400	6667599	14	6673186	6683201	ENSRNOG00000043451	Spp1	0

14	6845600	6846799	14	6874885	6881019	ENSRNOG00000053644	AC129695.1	0

14	6890400	6892199	14	6889356	6904033	ENSRNOG00000002167	Dmp1	0

14	6928000	6929799	14	6926476	6936370	ENSRNOG00000002168	Dspp	0

14	6938800	6939999	14	6990890	7025808	ENSRNOG00000015093	Sparcl1	0

14	6957600	6959199	14	6990890	7025808	ENSRNOG00000015093	Sparcl1	0

14	7264800	7269199	14	7226086	7388176	ENSRNOG00000002232	Aff1	0

14	7283800	7285999	14	7226086	7388176	ENSRNOG00000002232	Aff1	0

14	7318800	7319999	14	7226086	7388176	ENSRNOG00000002232	Aff1	0

14	7381000	7387599	14	7226086	7388176	ENSRNOG00000002232	Aff1	0

14	7596200	7597399	14	7577889	7637322	ENSRNOG00000060245	LOC498330	0

14	7616800	7618599	14	7577889	7637322	ENSRNOG00000060245	LOC498330	0

14	7681800	7683199	14	7614722	7682877	ENSRNOG00000002057	Slc10a6	0

14	7684800	7686799	14	7685214	7689318	ENSRNOG00000061065	7SK	0

14	7756200	7758799	14	7688051	7866964	ENSRNOG00000002061	Ptpn13	0

14	7759400	7761799	14	7688051	7866964	ENSRNOG00000002061	Ptpn13	0

14	7805000	7805399	14	7688051	7866964	ENSRNOG00000002061	Ptpn13	0

14	7842600	7844199	14	7688051	7866964	ENSRNOG00000002061	Ptpn13	0

14	7862600	7865199	14	7688051	7866964	ENSRNOG00000002061	Ptpn13	0

14	7919600	7931999	14	7945939	7950131	ENSRNOG00000034289	Ndufb4l1	0

14	8006000	8008599	14	8065229	8069132	ENSRNOG00000047391	AABR07014301.1	0

14	8065200	8066199	14	8065229	8069132	ENSRNOG00000047391	AABR07014301.1	0

14	8275800	8276999	14	8076975	8368754	ENSRNOG00000002079	Mapk10	0

14	8278600	8280399	14	8076975	8368754	ENSRNOG00000002079	Mapk10	0

14	8412400	8413799	14	8382714	8603812	ENSRNOG00000056944	Arhgap24	0

14	8449200	8450999	14	8382714	8603812	ENSRNOG00000056944	Arhgap24	0

14	8472600	8474399	14	8382714	8603812	ENSRNOG00000056944	Arhgap24	0

14	8509600	8510599	14	8382714	8603812	ENSRNOG00000056944	Arhgap24	0

14	8559200	8559799	14	8382714	8603812	ENSRNOG00000056944	Arhgap24	0

14	8572400	8575199	14	8382714	8603812	ENSRNOG00000056944	Arhgap24	0

14	8577000	8578399	14	8382714	8603812	ENSRNOG00000056944	Arhgap24	0

14	8583400	8585199	14	8382714	8603812	ENSRNOG00000056944	Arhgap24	0

14	8779600	8782399	14	8893562	8905954	ENSRNOG00000057919	Rn60_14_0089.1	0

14	8787200	8788799	14	8893562	8905954	ENSRNOG00000057919	Rn60_14_0089.1	0

14	8794600	8795799	14	8893562	8905954	ENSRNOG00000057919	Rn60_14_0089.1	0

14	8842400	8843399	14	8893562	8905954	ENSRNOG00000057919	Rn60_14_0089.1	0

14	8870400	8871999	14	8893562	8905954	ENSRNOG00000057919	Rn60_14_0089.1	0

14	8894200	8895599	14	8893562	8905954	ENSRNOG00000057919	Rn60_14_0089.1	0

14	9101200	9105199	14	9099742	9104888	ENSRNOG00000053286	AABR07014317.1	0

14	9125200	9126799	14	9138212	9382370	ENSRNOG00000061121	Wdfy3	0

14	9394400	9401799	14	9396012	9460290	ENSRNOG00000002142	Cds1	0

14	9441800	9446199	14	9396012	9460290	ENSRNOG00000002142	Cds1	0

14	9496000	9500399	14	9521487	9533096	ENSRNOG00000059599	AABR07014323.1	0

14	9513400	9514799	14	9521487	9533096	ENSRNOG00000059599	AABR07014323.1	0

14	9588400	9589599	14	9782561	9789036	ENSRNOG00000057790	AABR07014328.1	0

14	9668000	9718199	14	9782561	9789036	ENSRNOG00000057790	AABR07014328.1	0

14	9749600	9756799	14	9782561	9789036	ENSRNOG00000057790	AABR07014328.1	0

14	9921400	9924199	14	10295965	10300782	ENSRNOG00000061516	AABR07014342.1	0

14	9924800	9925799	14	10295965	10300782	ENSRNOG00000061516	AABR07014342.1	0

14	9960000	9962799	14	10295965	10300782	ENSRNOG00000061516	AABR07014342.1	0

14	10006600	10007999	14	10295965	10300782	ENSRNOG00000061516	AABR07014342.1	0

14	10090600	10093399	14	10295965	10300782	ENSRNOG00000061516	AABR07014342.1	0

14	10114600	10116199	14	10295965	10300782	ENSRNOG00000061516	AABR07014342.1	0

14	10123800	10125599	14	10295965	10300782	ENSRNOG00000061516	AABR07014342.1	0

14	10146200	10147799	14	10295965	10300782	ENSRNOG00000061516	AABR07014342.1	0

14	10222600	10224199	14	10295965	10300782	ENSRNOG00000061516	AABR07014342.1	0

14	10256400	10257799	14	10295965	10300782	ENSRNOG00000061516	AABR07014342.1	0

14	10261400	10264999	14	10295965	10300782	ENSRNOG00000061516	AABR07014342.1	0

14	10533800	10535999	14	10531123	10575724	ENSRNOG00000002188	Hpse	0

14	10573600	10577999	14	10531123	10575724	ENSRNOG00000002188	Hpse	0

14	10626200	10629799	14	10684703	10697464	ENSRNOG00000056621	AC099384.2	0

14	10631800	10632599	14	10684703	10697464	ENSRNOG00000056621	AC099384.2	0

14	10640600	10642599	14	10684703	10697464	ENSRNOG00000056621	AC099384.2	0

14	10655000	10657599	14	10684703	10697464	ENSRNOG00000056621	AC099384.2	0

14	10976400	10977799	14	11091863	11166928	ENSRNOG00000002258	Tmem150c	0

14	10981400	10984199	14	11091863	11166928	ENSRNOG00000002258	Tmem150c	0

14	11009200	11012599	14	11091863	11166928	ENSRNOG00000002258	Tmem150c	0

14	11013400	11015399	14	11091863	11166928	ENSRNOG00000002258	Tmem150c	0

14	11083200	11083999	14	11091863	11166928	ENSRNOG00000002258	Tmem150c	0

14	11236800	11237999	14	11252968	11275078	ENSRNOG00000002292	Hnrnpd	0

14	11346400	11354199	14	11367432	11372203	ENSRNOG00000060007	AC131411.3	0

14	11509400	11511399	14	11544342	11549614	ENSRNOG00000060904	AABR07014355.1	0

14	11541400	11542999	14	11544342	11549614	ENSRNOG00000060904	AABR07014355.1	0

14	11648400	11650399	14	11985371	12027881	ENSRNOG00000002345	Rasgef1b	0

14	11672400	11675199	14	11985371	12027881	ENSRNOG00000002345	Rasgef1b	0

14	11877800	11879599	14	11985371	12027881	ENSRNOG00000002345	Rasgef1b	0

14	12043400	12045199	14	12215253	12315729	ENSRNOG00000002361	Prkg2	0

14	12053600	12057199	14	12215253	12315729	ENSRNOG00000002361	Prkg2	0

14	12070000	12074599	14	12215253	12315729	ENSRNOG00000002361	Prkg2	0

14	12083800	12086199	14	12215253	12315729	ENSRNOG00000002361	Prkg2	0

14	12573800	12574599	14	12685735	12689666	ENSRNOG00000055752	SNORA17	0

14	12626400	12627399	14	12685735	12689666	ENSRNOG00000055752	SNORA17	0

14	12685400	12688199	14	12685735	12689666	ENSRNOG00000055752	SNORA17	0

14	12720600	12722199	14	12974421	12998884	ENSRNOG00000022631	Fgf5	0

14	12754800	12755599	14	12974421	12998884	ENSRNOG00000022631	Fgf5	0

14	12764400	12765599	14	12974421	12998884	ENSRNOG00000022631	Fgf5	0

14	12879400	12880799	14	12974421	12998884	ENSRNOG00000022631	Fgf5	0

14	12896200	12898399	14	12974421	12998884	ENSRNOG00000022631	Fgf5	0

14	12932200	12936199	14	12974421	12998884	ENSRNOG00000022631	Fgf5	0

14	12992200	13000799	14	12974421	12998884	ENSRNOG00000022631	Fgf5	0

14	13040400	13042799	14	13054271	13061472	ENSRNOG00000002004	Prdm8	0

14	13042600	13062999	14	13054271	13061472	ENSRNOG00000002004	Prdm8	0

14	13086600	13087999	14	13189047	13275478	ENSRNOG00000000081	Antxr2	0

14	13124800	13126799	14	13189047	13275478	ENSRNOG00000000081	Antxr2	0

14	13185000	13193399	14	13189047	13275478	ENSRNOG00000000081	Antxr2	0

14	13276800	13279199	14	13466334	13470250	ENSRNOG00000048294	AABR07014384.1	0

14	13369000	13370199	14	13466334	13470250	ENSRNOG00000048294	AABR07014384.1	0

14	13477200	13477799	14	13517605	13525503	ENSRNOG00000055646	AABR07014387.1	0

14	13512800	13513999	14	13517605	13525503	ENSRNOG00000055646	AABR07014387.1	0

14	13537400	13539799	14	13667357	13671263	ENSRNOG00000051460	U6	0

14	13733000	13733399	14	13747931	13753660	ENSRNOG00000029397	Gk2	0

14	13818200	13820399	14	13824336	13838171	ENSRNOG00000002031	Naa11	0

14	13855400	13856599	14	14100538	14104444	ENSRNOG00000054232	U6	0

14	14024000	14028599	14	14100538	14104444	ENSRNOG00000054232	U6	0

14	14040800	14042999	14	14100538	14104444	ENSRNOG00000054232	U6	0

14	14085200	14085599	14	14100538	14104444	ENSRNOG00000054232	U6	0

14	14298000	14301399	14	14319028	14323020	ENSRNOG00000055205	U2	0

14	14694400	14695799	14	14950995	15011450	ENSRNOG00000002070	Mrpl1	0

14	14726200	14727799	14	14950995	15011450	ENSRNOG00000002070	Mrpl1	0

14	14763400	14764799	14	14950995	15011450	ENSRNOG00000002070	Mrpl1	0

14	14804400	14805199	14	14950995	15011450	ENSRNOG00000002070	Mrpl1	0

14	14904400	14906999	14	14950995	15011450	ENSRNOG00000002070	Mrpl1	0

14	15169600	15171999	14	15252625	15261507	ENSRNOG00000024899	Cxcl13	0

14	15202600	15203799	14	15252625	15261507	ENSRNOG00000024899	Cxcl13	0

14	15305600	15305999	14	15414681	15420700	ENSRNOG00000051389	AABR07014424.1	0

14	15445800	15449799	14	15445185	15451621	ENSRNOG00000043130	RGD1565660	0

14	15450400	15451999	14	15445185	15451621	ENSRNOG00000043130	RGD1565660	0

14	15489600	15491799	14	15677254	15683466	ENSRNOG00000046931	pramef20l	0

14	15680400	15683399	14	15677254	15683466	ENSRNOG00000046931	pramef20l	0

14	15720000	15722399	14	15719667	15726094	ENSRNOG00000048835	RGD1561226	0

14	15731000	15732799	14	15945871	15952583	ENSRNOG00000032647	LOC100363333	0

14	15734200	15735799	14	15945871	15952583	ENSRNOG00000032647	LOC100363333	0

14	15758800	15760799	14	15945871	15952583	ENSRNOG00000032647	LOC100363333	0

14	15802400	15803199	14	15945871	15952583	ENSRNOG00000032647	LOC100363333	0

14	15804800	15805799	14	15945871	15952583	ENSRNOG00000032647	LOC100363333	0

14	15905600	15906799	14	15945871	15952583	ENSRNOG00000032647	LOC100363333	0

14	16030400	16032799	14	16267073	16279368	ENSRNOG00000002089	Ccng2	0

14	16081800	16082799	14	16267073	16279368	ENSRNOG00000002089	Ccng2	0

14	16104000	16106599	14	16267073	16279368	ENSRNOG00000002089	Ccng2	0

14	16145800	16150399	14	16267073	16279368	ENSRNOG00000002089	Ccng2	0

14	16170600	16172999	14	16267073	16279368	ENSRNOG00000002089	Ccng2	0

14	16191800	16193599	14	16267073	16279368	ENSRNOG00000002089	Ccng2	0

14	16228000	16228799	14	16267073	16279368	ENSRNOG00000002089	Ccng2	0

14	16605600	16607399	14	16622260	16906542	ENSRNOG00000002208	Shroom3	0

14	16742600	16745199	14	16622260	16906542	ENSRNOG00000002208	Shroom3	0

14	16807000	16807999	14	16622260	16906542	ENSRNOG00000002208	Shroom3	0

14	16890600	16891799	14	16622260	16906542	ENSRNOG00000002208	Shroom3	0

14	16895000	16905199	14	16622260	16906542	ENSRNOG00000002208	Shroom3	0

14	16952200	16953799	14	16921660	16975014	ENSRNOG00000002204	Ccdc158	0

14	16954800	16955999	14	16921660	16975014	ENSRNOG00000002204	Ccdc158	0

14	16958600	16962999	14	16921660	16975014	ENSRNOG00000002204	Ccdc158	0

14	17010800	17015399	14	17061053	17116463	ENSRNOG00000002225	Scarb2	0

14	17021000	17030199	14	17061053	17116463	ENSRNOG00000002225	Scarb2	0

14	17268000	17268399	14	17244062	17275123	ENSRNOG00000022229	Sdad1	0

14	17314200	17319999	14	17306325	17336888	ENSRNOG00000052061	Ppef2	0

14	17320600	17325399	14	17306325	17336888	ENSRNOG00000052061	Ppef2	0

14	17674400	17676799	14	17808595	17812847	ENSRNOG00000039548	AABR07014487.1	0

14	17727200	17729399	14	17808595	17812847	ENSRNOG00000039548	AABR07014487.1	0

14	17997800	17999799	14	17968719	18080207	ENSRNOG00000002579	Parm1	0

14	18146600	18147799	14	18154670	18160654	ENSRNOG00000060060	AABR07014499.1	0

14	18171000	18172199	14	18228560	18272984	ENSRNOG00000002728	Btc	0

14	18185000	18189199	14	18228560	18272984	ENSRNOG00000002728	Btc	0

14	18318600	18319799	14	18521430	18534479	ENSRNOG00000002754	Areg	0

14	18527000	18533599	14	18521430	18534479	ENSRNOG00000002754	Areg	0

14	18727000	18729399	14	18730878	18736691	ENSRNOG00000002792	Cxcl2	0

14	18777600	18778999	14	18819668	18842895	ENSRNOG00000028043	Cxcl3	0

14	18824000	18826399	14	18819668	18842895	ENSRNOG00000028043	Cxcl3	0

14	18909400	18913599	14	18946501	18950442	ENSRNOG00000058410	SNORA25	0

14	18930400	18931799	14	18946501	18950442	ENSRNOG00000058410	SNORA25	0

14	18932600	18935599	14	18946501	18950442	ENSRNOG00000058410	SNORA25	0

14	18961600	18971999	14	18969218	18973120	ENSRNOG00000061029	U6	0

14	18987200	18988199	14	18980553	19026471	ENSRNOG00000002866	Rassf6	0

14	19009800	19011999	14	18980553	19026471	ENSRNOG00000002866	Rassf6	0

14	19019200	19021199	14	18980553	19026471	ENSRNOG00000002866	Rassf6	0

14	19167800	19169799	14	19175777	19195163	ENSRNOG00000002911	Alb	0

14	19237000	19239199	14	19278421	19282432	ENSRNOG00000055589	AABR07014524.1	0

14	19247800	19248799	14	19278421	19282432	ENSRNOG00000055589	AABR07014524.1	0

14	19257000	19259599	14	19278421	19282432	ENSRNOG00000055589	AABR07014524.1	0

14	19288000	19289999	14	19315265	19432015	ENSRNOG00000002940	Ankrd17	0

14	19838000	19840199	14	19863108	20071494	ENSRNOG00000027463	Adamts3	0

14	20202400	20203199	14	20263591	20303081	ENSRNOG00000003119	Gc	0

14	20268200	20270399	14	20263591	20303081	ENSRNOG00000003119	Gc	0

14	20437800	20439399	14	20455599	20478028	ENSRNOG00000029004	LOC498339	0

14	20829200	20832199	14	20478823	20923586	ENSRNOG00000003134	Slc4a4	0

14	20852800	20853599	14	20478823	20923586	ENSRNOG00000003134	Slc4a4	0

14	21020200	21020999	14	21036690	21056952	ENSRNOG00000003392	Grsf1	0

14	21208600	21210399	14	21194164	21222754	ENSRNOG00000003672	Enam	0

14	21371400	21372199	14	21489717	21712384	ENSRNOG00000001942	Vcsa1	0

14	21534600	21536399	14	21489717	21712384	ENSRNOG00000001942	Vcsa1	0

14	21722400	21723399	14	21745795	21751656	ENSRNOG00000001950	Cabs1	0

14	21759600	21760999	14	21755945	21764617	ENSRNOG00000023430	2310003L06Rik	0

14	21798000	21799599	14	21803235	21813614	ENSRNOG00000001951	Csn3	0

14	21854600	21855999	14	21842490	21855516	ENSRNOG00000023372	Odam	0

14	21884000	21885399	14	21881956	21901584	ENSRNOG00000023342	Prr27	0

14	21949400	21951399	14	21956513	21964171	ENSRNOG00000054677	Stath	0

14	22023800	22025599	14	22068724	22089748	ENSRNOG00000001957	ste2	0

14	22045600	22047799	14	22068724	22089748	ENSRNOG00000001957	ste2	0

14	22237000	22237999	14	22189670	22620468	ENSRNOG00000001973	Ugt2a1	0

14	22256800	22257399	14	22189670	22620468	ENSRNOG00000001973	Ugt2a1	0

14	22413400	22414199	14	22189670	22620468	ENSRNOG00000001973	Ugt2a1	0

14	22419600	22420399	14	22189670	22620468	ENSRNOG00000001973	Ugt2a1	0

14	22449600	22450199	14	22189670	22620468	ENSRNOG00000001973	Ugt2a1	0

14	22525600	22526199	14	22189670	22620468	ENSRNOG00000001973	Ugt2a1	0

14	22568800	22569399	14	22189670	22620468	ENSRNOG00000001973	Ugt2a1	0

14	22616600	22617399	14	22189670	22620468	ENSRNOG00000001973	Ugt2a1	0

14	22633200	22633399	14	22642574	22659365	ENSRNOG00000042588	Ugt2b7	0

14	22882800	22883999	14	22868015	22894258	ENSRNOG00000023397	LOC100911104	0

14	22913800	22916799	14	22934121	22953322	ENSRNOG00000042714	RGD1559459	0

14	23273400	23274999	14	23242353	23283592	ENSRNOG00000046764	Tmprss11a	0

14	23323400	23325399	14	23327633	23393491	ENSRNOG00000055991	Tmprss11d	0

14	23336600	23338399	14	23327633	23393491	ENSRNOG00000055991	Tmprss11d	0

14	23381600	23382599	14	23327633	23393491	ENSRNOG00000055991	Tmprss11d	0

14	23498600	23499399	14	23477162	23498950	ENSRNOG00000002011	Gnrhr	0

14	23778000	23779799	14	23801596	23805478	ENSRNOG00000049119	AABR07014621.1	0

14	24098400	24100199	14	24103454	24126553	ENSRNOG00000002002	Tmprss11b	0

14	24131600	24131799	14	24179455	24188763	ENSRNOG00000060037	AABR07014638.1	0

14	24238800	24239799	14	24839633	24878486	ENSRNOG00000053415	AABR07014649.1	0

14	25056200	25057999	14	25584126	25588522	ENSRNOG00000033207	RGD1565048	0

14	26333600	26333999	14	26651000	26656230	ENSRNOG00000054903	AABR07014690.1	0

14	26388000	26388799	14	26651000	26656230	ENSRNOG00000054903	AABR07014690.1	0

14	27082600	27084999	14	27334711	27338617	ENSRNOG00000055338	U6	0

14	28016200	28016799	14	28071838	28075743	ENSRNOG00000036377	AABR07014722.1	0

14	29249000	29249999	14	29644844	29654237	ENSRNOG00000060277	AABR07014745.1	0

14	30206000	30207199	14	30224979	30228885	ENSRNOG00000056158	U6	0

14	30986200	30987399	14	31002497	31061559	ENSRNOG00000052631	AABR07014769.1	0

14	31393400	31394399	14	31554267	31558366	ENSRNOG00000058043	7SK	0

14	31634800	31635399	14	31648256	31652185	ENSRNOG00000057962	SNORA17	0

14	32669200	32670599	14	32671384	32677233	ENSRNOG00000058429	AABR07014820.1	0

14	32801600	32803399	14	32820701	32824607	ENSRNOG00000052342	U6	0

14	32814400	32816199	14	32820701	32824607	ENSRNOG00000052342	U6	0

14	32851400	32853199	14	32854962	32900532	ENSRNOG00000057440	LOC102551339	0

14	33172200	33176199	14	33239690	33243596	ENSRNOG00000056634	U6	0

14	33199200	33200199	14	33239690	33243596	ENSRNOG00000056634	U6	0

14	33305000	33307199	14	33351507	33363051	ENSRNOG00000024689	Hopx	0

14	33420600	33421999	14	33389013	33434256	ENSRNOG00000002085	Thegl	0

14	33440800	33441599	14	33436480	33447535	ENSRNOG00000029628	Arl9	0

14	33456200	33456799	14	33447091	33563803	ENSRNOG00000002100	Srp72	0

14	34267200	34268199	14	34320832	34329530	ENSRNOG00000059082	AC116236.1	0

14	34294600	34297399	14	34320832	34329530	ENSRNOG00000059082	AC116236.1	0

14	34329800	34331799	14	34325782	34330095	ENSRNOG00000059729	AC116236.2	0

14	34339000	34341199	14	34351203	34382328	ENSRNOG00000002164	Nmu	0

14	34364600	34365399	14	34351203	34382328	ENSRNOG00000002164	Nmu	0

14	34581800	34582599	14	34695139	34699051	ENSRNOG00000044505	5S_rRNA	0

14	34683400	34686399	14	34695139	34699051	ENSRNOG00000044505	5S_rRNA	0

14	34703400	34705399	14	34724323	34787683	ENSRNOG00000046829	Kdr	0

14	34724800	34731599	14	34724323	34787683	ENSRNOG00000046829	Kdr	0

14	34760400	34761599	14	34724323	34787683	ENSRNOG00000046829	Kdr	0

14	34766200	34768799	14	34724323	34787683	ENSRNOG00000046829	Kdr	0

14	34769800	34771199	14	34724323	34787683	ENSRNOG00000046829	Kdr	0

14	34785200	34786599	14	34724323	34787683	ENSRNOG00000046829	Kdr	0

14	34787200	34789399	14	34724323	34787683	ENSRNOG00000046829	Kdr	0

14	34824400	34830599	14	34902108	34907093	ENSRNOG00000058665	AABR07014875.1	0

14	34885600	34888599	14	34902108	34907093	ENSRNOG00000058665	AABR07014875.1	0

14	34916400	34927599	14	35071608	35152910	ENSRNOG00000002227	Kit	0

14	34977200	34977799	14	35071608	35152910	ENSRNOG00000002227	Kit	0

14	35061200	35066599	14	35071608	35152910	ENSRNOG00000002227	Kit	0

14	35072600	35076599	14	35071608	35152910	ENSRNOG00000002227	Kit	0

14	35099200	35101799	14	35071608	35152910	ENSRNOG00000002227	Kit	0

14	35109200	35111399	14	35071608	35152910	ENSRNOG00000002227	Kit	0

14	35122400	35123199	14	35071608	35152910	ENSRNOG00000002227	Kit	0

14	35160800	35163199	14	35159894	35163798	ENSRNOG00000056124	U6	0

14	35213600	35215199	14	35527427	35584331	ENSRNOG00000002244	Pdgfra	0

14	35257000	35257999	14	35527427	35584331	ENSRNOG00000002244	Pdgfra	0

14	35307800	35319999	14	35527427	35584331	ENSRNOG00000002244	Pdgfra	0

14	35363800	35364199	14	35527427	35584331	ENSRNOG00000002244	Pdgfra	0

14	35366800	35369599	14	35527427	35584331	ENSRNOG00000002244	Pdgfra	0

14	35452400	35453799	14	35527427	35584331	ENSRNOG00000002244	Pdgfra	0

14	35514000	35519199	14	35527427	35584331	ENSRNOG00000002244	Pdgfra	0

14	35543200	35550599	14	35527427	35584331	ENSRNOG00000002244	Pdgfra	0

14	35555400	35555799	14	35527427	35584331	ENSRNOG00000002244	Pdgfra	0

14	35789400	35799799	14	35801751	35806639	ENSRNOG00000053058	AABR07014885.1	0

14	35809200	35810199	14	36043844	36150240	ENSRNOG00000002272	Lnx1	0

14	35820400	35824399	14	36043844	36150240	ENSRNOG00000002272	Lnx1	0

14	35966600	35983799	14	36043844	36150240	ENSRNOG00000002272	Lnx1	0

14	36092200	36093799	14	36043844	36150240	ENSRNOG00000002272	Lnx1	0

